"","Phoxinus phoxinus","Hemibarbus maculatus","Gobiocypris rarus","Pseudorasbora parva","Rhodeus ocellatus","Megalobrama pellegrini","Sinibrama taeniatus","Hypophthalmichthys molitrix","Hypophthalmichthys nobilis","Mylopharyngodon piceus","Ctenopharyngodon idella","Zacco platypus","Acrossocheilus monticola","Schizothorax wangchiachii","Percocypris pingi","Spinibarbus sinensis","Enteromius neumayeri","Cyprinus carpio","Carassius auratus","Procypris rabaudi","Discogobio yunnanensis","Misgurnus anguillicaudatus","Triplophysa rosa","Metahomaloptera omeiensis","Myxocyprinus asiaticus","Silurus meridionalis","Tachysurus dumerili","Hemibagrus macropterus","Pseudobagrus vachellii","Oncorhynchus nerka","Oncorhynchus mykiss","Oncorhynchus kisutch","Salmo trutta","Pomacentrus amboinensis","Acanthochromis polyacanthus","Gambusia holbrooki","Fundulus grandis","Paralichthys olivaceus","Lates niloticus","Lates calcarifer","Channa argus","Caesio cuning","Tautogolabrus adspersus","Halichoeres melanurus","Halichoeres miniatus","Thalassoma amblycephalum","Gasterosteus aculeatus","Perca fluviatilis","Centropristis striata","Siniperca chuatsi","Girella nigricans","Neogobius melanostomus","Rhinogobius giurinus","Boreogadus saida","Hemiscyllium ocellatum","Somniosus microcephalus"
"Hemibagrus macropterus",0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.945454545454545,0.981818181818182,1,0.945454545454545,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0,0
"Pseudobagrus vachellii",0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.490909090909091,0.945454545454545,0.945454545454545,0.945454545454545,1,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0,0
"Oncorhynchus nerka",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,1,0.963636363636364,0.963636363636364,0.945454545454546,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0,0
"Oncorhynchus mykiss",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.963636363636364,1,0.981818181818182,0.945454545454546,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0,0
"Oncorhynchus kisutch",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.963636363636364,0.981818181818182,1,0.945454545454546,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0,0
"Salmo trutta",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.945454545454546,0.945454545454546,0.945454545454546,1,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0,0
"Pomacentrus amboinensis",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,1,0.981818181818182,0.945454545454546,0.945454545454546,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Acanthochromis polyacanthus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.981818181818182,1,0.945454545454546,0.945454545454546,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Gambusia holbrooki",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.945454545454546,0.945454545454546,1,0.981818181818182,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Fundulus grandis",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.945454545454546,0.945454545454546,0.981818181818182,1,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Paralichthys olivaceus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,1,0.963636363636364,0.963636363636364,0.945454545454546,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Lates niloticus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,0.963636363636364,1,0.981818181818182,0.945454545454546,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Lates calcarifer",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,0.963636363636364,0.981818181818182,1,0.945454545454546,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Channa argus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.872727272727273,0.872727272727273,0.872727272727273,0.872727272727273,0.945454545454546,0.945454545454546,0.945454545454546,1,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Caesio cuning",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,1,0.927272727272727,0.927272727272727,0.927272727272727,0.927272727272727,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Tautogolabrus adspersus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.927272727272727,1,0.945454545454546,0.945454545454546,0.945454545454546,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Halichoeres melanurus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.927272727272727,0.945454545454546,1,0.981818181818182,0.963636363636364,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Halichoeres miniatus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.927272727272727,0.945454545454546,0.981818181818182,1,0.963636363636364,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Thalassoma amblycephalum",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.927272727272727,0.945454545454546,0.963636363636364,0.963636363636364,1,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Gasterosteus aculeatus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,1,0.981818181818182,0.963636363636364,0.927272727272727,0.927272727272727,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Perca fluviatilis",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.981818181818182,1,0.963636363636364,0.927272727272727,0.927272727272727,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Centropristis striata",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.963636363636364,0.963636363636364,1,0.927272727272727,0.927272727272727,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Siniperca chuatsi",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.927272727272727,0.927272727272727,0.927272727272727,1,0.981818181818182,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Girella nigricans",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.690909090909091,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.836363636363636,0.927272727272727,0.927272727272727,0.927272727272727,0.981818181818182,1,0.654545454545455,0.654545454545455,0.636363636363636,0,0
"Neogobius melanostomus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,1,0.981818181818182,0.636363636363636,0,0
"Rhinogobius giurinus",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.654545454545455,0.981818181818182,1,0.636363636363636,0,0
"Boreogadus saida",0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.563636363636364,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,1,0,0
"Hemiscyllium ocellatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.981818181818182
"Somniosus microcephalus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981818181818182,1
